date,desc,amount,currency,cat,subcat
2024-10-01,Simulated expense for Retail Purchases - Clothes,-118.45,USD,Retail Purchases,Clothes
2024-10-23,Simulated expense for Retail Purchases - Clothes,-165.74,USD,Retail Purchases,Clothes
2024-10-24,Simulated expense for Retail Purchases - Clothes,-109.65,USD,Retail Purchases,Clothes
2024-10-02,Simulated expense for Retail Purchases - Clothes,-54.87,USD,Retail Purchases,Clothes
2024-10-07,Simulated expense for Retail Purchases - Technology Items,-68.22,USD,Retail Purchases,Technology Items
2024-10-29,Simulated expense for Retail Purchases - Technology Items,-66.74,USD,Retail Purchases,Technology Items
2024-10-06,Simulated expense for Retail Purchases - Other,-58.69,USD,Retail Purchases,Other
2024-10-28,Simulated expense for Retail Purchases - Other,-17.65,USD,Retail Purchases,Other
2024-10-08,Simulated expense for Retail Purchases - Other,-57.12,USD,Retail Purchases,Other
2024-10-02,Simulated expense for Personal Care - Personal Grooming,-26.73,USD,Personal Care,Personal Grooming
2024-10-29,Simulated expense for Personal Care - Personal Grooming,-23.04,USD,Personal Care,Personal Grooming
2024-10-16,Simulated expense for Personal Care - Fitness,-37.17,USD,Personal Care,Fitness
2024-10-12,Simulated expense for Leisure and Activities in Real Life - Movies,-12.41,USD,Leisure and Activities in Real Life,Movies
2024-10-07,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-7.79,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-10-16,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-7.23,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-10-21,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-13.66,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-10-30,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-12.81,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-10-13,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-17.94,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-11-27,Simulated expense for Food & Dining - Groceries,-52.85,USD,Food & Dining,Groceries
2024-11-09,Simulated expense for Food & Dining - Groceries,-94.57,USD,Food & Dining,Groceries
2024-11-30,Simulated expense for Food & Dining - Groceries,-144.03,USD,Food & Dining,Groceries
2024-11-15,Simulated expense for Food & Dining - Groceries,-91.37,USD,Food & Dining,Groceries
2024-11-26,Simulated expense for Food & Dining - Groceries,-79.58,USD,Food & Dining,Groceries
2024-11-29,Simulated expense for Food & Dining - Restaurants,-48.19,USD,Food & Dining,Restaurants
2024-11-17,Simulated expense for Food & Dining - Restaurants,-42.46,USD,Food & Dining,Restaurants
2024-11-25,Simulated expense for Food & Dining - Restaurants,-110.56,USD,Food & Dining,Restaurants
2024-11-01,Simulated expense for Food & Dining - Coffee,-12.75,USD,Food & Dining,Coffee
2024-11-20,Simulated expense for Food & Dining - Coffee,-4.04,USD,Food & Dining,Coffee
2024-11-03,Simulated expense for Food & Dining - Coffee,-13.71,USD,Food & Dining,Coffee
2024-11-26,Simulated expense for Food & Dining - Coffee,-5.81,USD,Food & Dining,Coffee
2024-11-11,Simulated expense for Food & Dining - Coffee,-13.7,USD,Food & Dining,Coffee
2024-11-22,Simulated expense for Food & Dining - Coffee,-11.32,USD,Food & Dining,Coffee
2024-11-13,Simulated expense for Food & Dining - Coffee,-2.56,USD,Food & Dining,Coffee
2024-11-21,Simulated expense for Food & Dining - Coffee,-14.76,USD,Food & Dining,Coffee
2024-11-14,Simulated expense for Food & Dining - Coffee,-12.93,USD,Food & Dining,Coffee
2024-11-19,Simulated expense for Food & Dining - Coffee,-4.93,USD,Food & Dining,Coffee
2024-11-09,Simulated expense for Food & Dining - Coffee,-7.87,USD,Food & Dining,Coffee
2024-11-05,Simulated expense for Food & Dining - Coffee,-14.59,USD,Food & Dining,Coffee
2024-11-20,Simulated expense for Food & Dining - Coffee,-8.95,USD,Food & Dining,Coffee
2024-11-20,Simulated expense for Food & Dining - Coffee,-9.52,USD,Food & Dining,Coffee
2024-11-24,Simulated expense for Food & Dining - Coffee,-10.56,USD,Food & Dining,Coffee
2024-11-03,Simulated expense for Food & Dining - Coffee,-10.13,USD,Food & Dining,Coffee
2024-11-08,Simulated expense for Food & Dining - Coffee,-11.68,USD,Food & Dining,Coffee
2024-11-08,Simulated expense for Food & Dining - Coffee,-8.66,USD,Food & Dining,Coffee
2024-11-15,Simulated expense for Food & Dining - Coffee,-8.28,USD,Food & Dining,Coffee
2024-11-28,Simulated expense for Food & Dining - Coffee,-6.85,USD,Food & Dining,Coffee
2024-11-16,Simulated expense for Food & Dining - Coffee,-3.94,USD,Food & Dining,Coffee
2024-11-27,Simulated expense for Food & Dining - Coffee,-13.97,USD,Food & Dining,Coffee
2024-11-23,Simulated expense for Food & Dining - Coffee,-2.26,USD,Food & Dining,Coffee
2024-11-26,Simulated expense for Food & Dining - Coffee,-4.59,USD,Food & Dining,Coffee
2024-11-28,Simulated expense for Food & Dining - Coffee,-2.64,USD,Food & Dining,Coffee
2024-11-26,Simulated expense for Food & Dining - Coffee,-7.84,USD,Food & Dining,Coffee
2024-11-12,Simulated expense for Food & Dining - Coffee,-6.57,USD,Food & Dining,Coffee
2024-11-06,Simulated expense for Food & Dining - Coffee,-13.12,USD,Food & Dining,Coffee
2024-11-30,Simulated expense for Food & Dining - Coffee,-11.36,USD,Food & Dining,Coffee
2024-11-24,Simulated expense for Food & Dining - Coffee,-13.06,USD,Food & Dining,Coffee
2024-11-14,Simulated expense for Food & Dining - Coffee,-12.15,USD,Food & Dining,Coffee
2024-11-25,Simulated expense for Food & Dining - Coffee,-4.62,USD,Food & Dining,Coffee
2024-11-15,Simulated expense for Food & Dining - Coffee,-2.1,USD,Food & Dining,Coffee
2024-11-11,Simulated expense for Food & Dining - Coffee,-12.16,USD,Food & Dining,Coffee
2024-11-18,Simulated expense for Food & Dining - Coffee,-7.07,USD,Food & Dining,Coffee
2024-11-24,Simulated expense for Food & Dining - Coffee,-13.41,USD,Food & Dining,Coffee
2024-11-01,Simulated expense for Food & Dining - Takeout,-20.52,USD,Food & Dining,Takeout
2024-11-24,Simulated expense for Food & Dining - Takeout,-13.15,USD,Food & Dining,Takeout
2024-11-03,Simulated expense for Food & Dining - Takeout,-18.74,USD,Food & Dining,Takeout
2024-11-12,Simulated expense for Food & Dining - Takeout,-31.78,USD,Food & Dining,Takeout
2024-11-29,Simulated expense for Food & Dining - Takeout,-38.14,USD,Food & Dining,Takeout
2024-11-16,Simulated expense for Food & Dining - Takeout,-32.08,USD,Food & Dining,Takeout
2024-11-21,Simulated expense for Food & Dining - Takeout,-46.61,USD,Food & Dining,Takeout
2024-11-01,Simulated expense for Food & Dining - Takeout,-21.99,USD,Food & Dining,Takeout
2024-11-28,Simulated expense for Food & Dining - Takeout,-27.62,USD,Food & Dining,Takeout
2024-11-07,Simulated expense for Food & Dining - Takeout,-30.84,USD,Food & Dining,Takeout
2024-11-28,Simulated expense for Food & Dining - Takeout,-41.0,USD,Food & Dining,Takeout
2024-11-23,Simulated expense for Food & Dining - Takeout,-29.02,USD,Food & Dining,Takeout
2024-11-01,Simulated expense for Food & Dining - Takeout,-39.67,USD,Food & Dining,Takeout
2024-11-25,Simulated expense for Utilities - Electricity and Water and Gas,-63.39,USD,Utilities,Electricity and Water and Gas
2024-11-24,Simulated expense for Utilities - Electricity and Water and Gas,-227.2,USD,Utilities,Electricity and Water and Gas
2024-11-23,Simulated expense for Accommodation - Accommodation,-1292.03,USD,Accommodation,Accommodation
2024-11-15,Simulated expense for Incoming P2P Transfers - Incoming Money,901.63,USD,Incoming P2P Transfers,Incoming Money
2024-11-20,Simulated expense for Incoming P2P Transfers - Incoming Money,889.14,USD,Incoming P2P Transfers,Incoming Money
2024-11-11,Simulated expense for Incoming P2P Transfers - Incoming Money,313.82,USD,Incoming P2P Transfers,Incoming Money
2024-11-20,Simulated expense for Incoming P2P Transfers - Incoming Money,281.44,USD,Incoming P2P Transfers,Incoming Money
2024-11-30,Simulated expense for Incoming P2P Transfers - Incoming Money,62.34,USD,Incoming P2P Transfers,Incoming Money
2024-11-03,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-325.61,USD,Outgoing P2P Transfers,Outgoing Money
2024-11-19,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-116.15,USD,Outgoing P2P Transfers,Outgoing Money
2024-11-08,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-536.43,USD,Outgoing P2P Transfers,Outgoing Money
2024-11-11,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-152.72,USD,Outgoing P2P Transfers,Outgoing Money
2024-11-02,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-480.2,USD,Outgoing P2P Transfers,Outgoing Money
2024-11-10,Simulated expense for Cash Withdrawal - Cash Withdrawal,-159.46,USD,Cash Withdrawal,Cash Withdrawal
2024-11-30,Simulated expense for Cash Deposit - Cash Deposit,-488.69,USD,Cash Deposit,Cash Deposit
2024-11-12,Simulated expense for Transportation - Fuel,-24.3,USD,Transportation,Fuel
2024-11-06,Simulated expense for Transportation - Fuel,-32.92,USD,Transportation,Fuel
2024-11-03,Simulated expense for Transportation - Fuel,-19.07,USD,Transportation,Fuel
2024-11-26,Simulated expense for Transportation - Fuel,-33.75,USD,Transportation,Fuel
2024-11-04,Simulated expense for Transportation - Fuel,-26.43,USD,Transportation,Fuel
2024-11-24,Simulated expense for Transportation - Fuel,-22.5,USD,Transportation,Fuel
2024-11-24,Simulated expense for Transportation - Taxi,-11.07,USD,Transportation,Taxi
2024-11-15,Simulated expense for Transportation - Taxi,-16.91,USD,Transportation,Taxi
2024-11-09,Simulated expense for Transportation - Taxi,-19.17,USD,Transportation,Taxi
2024-11-29,Simulated expense for Transportation - Taxi,-10.99,USD,Transportation,Taxi
2024-11-03,Simulated expense for Transportation - Taxi,-16.79,USD,Transportation,Taxi
2024-11-09,Simulated expense for Transportation - Taxi,-14.41,USD,Transportation,Taxi
2024-11-04,Simulated expense for Transportation - Taxi,-14.71,USD,Transportation,Taxi
2024-11-11,Simulated expense for Transportation - Taxi,-11.7,USD,Transportation,Taxi
2024-11-22,Simulated expense for Transportation - Taxi,-15.66,USD,Transportation,Taxi
2024-11-01,Simulated expense for Transportation - Taxi,-13.15,USD,Transportation,Taxi
2024-11-23,Simulated expense for Transportation - Taxi,-19.79,USD,Transportation,Taxi
2024-11-11,Simulated expense for Transportation - Public Transportation,-34.4,USD,Transportation,Public Transportation
2024-11-24,Simulated expense for Healthcare - Medications,-11.37,USD,Healthcare,Medications
2024-11-28,Simulated expense for Retail Purchases - Clothes,-173.6,USD,Retail Purchases,Clothes
2024-11-12,Simulated expense for Retail Purchases - Clothes,-95.29,USD,Retail Purchases,Clothes
2024-11-02,Simulated expense for Retail Purchases - Other,-136.79,USD,Retail Purchases,Other
2024-12-27,Simulated expense for Food & Dining - Groceries,-109.09,USD,Food & Dining,Groceries
2024-12-01,Simulated expense for Food & Dining - Groceries,-52.02,USD,Food & Dining,Groceries
2024-12-26,Simulated expense for Food & Dining - Groceries,-123.15,USD,Food & Dining,Groceries
2024-12-15,Simulated expense for Food & Dining - Groceries,-95.65,USD,Food & Dining,Groceries
2024-12-28,Simulated expense for Food & Dining - Groceries,-38.59,USD,Food & Dining,Groceries
2024-12-02,Simulated expense for Food & Dining - Groceries,-52.08,USD,Food & Dining,Groceries
2024-12-03,Simulated expense for Food & Dining - Groceries,-123.38,USD,Food & Dining,Groceries
2024-12-11,Simulated expense for Food & Dining - Restaurants,-18.02,USD,Food & Dining,Restaurants
2024-12-09,Simulated expense for Food & Dining - Restaurants,-121.91,USD,Food & Dining,Restaurants
2024-12-25,Simulated expense for Food & Dining - Restaurants,-103.73,USD,Food & Dining,Restaurants
2024-12-12,Simulated expense for Food & Dining - Coffee,-5.54,USD,Food & Dining,Coffee
2024-12-05,Simulated expense for Food & Dining - Coffee,-14.69,USD,Food & Dining,Coffee
2024-12-22,Simulated expense for Food & Dining - Coffee,-4.45,USD,Food & Dining,Coffee
2024-12-15,Simulated expense for Food & Dining - Coffee,-14.25,USD,Food & Dining,Coffee
2024-12-02,Simulated expense for Food & Dining - Coffee,-3.42,USD,Food & Dining,Coffee
2024-12-10,Simulated expense for Food & Dining - Coffee,-8.54,USD,Food & Dining,Coffee
2024-12-14,Simulated expense for Food & Dining - Coffee,-13.25,USD,Food & Dining,Coffee
2024-12-01,Simulated expense for Food & Dining - Coffee,-12.62,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-9.14,USD,Food & Dining,Coffee
2024-12-23,Simulated expense for Food & Dining - Coffee,-7.38,USD,Food & Dining,Coffee
2024-12-14,Simulated expense for Food & Dining - Coffee,-5.6,USD,Food & Dining,Coffee
2024-12-07,Simulated expense for Food & Dining - Coffee,-7.67,USD,Food & Dining,Coffee
2024-12-30,Simulated expense for Food & Dining - Coffee,-13.61,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-6.01,USD,Food & Dining,Coffee
2024-12-17,Simulated expense for Food & Dining - Coffee,-4.42,USD,Food & Dining,Coffee
2024-12-25,Simulated expense for Food & Dining - Coffee,-10.9,USD,Food & Dining,Coffee
2024-12-27,Simulated expense for Food & Dining - Coffee,-9.59,USD,Food & Dining,Coffee
2024-12-11,Simulated expense for Food & Dining - Coffee,-10.77,USD,Food & Dining,Coffee
2024-12-22,Simulated expense for Food & Dining - Coffee,-14.04,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-5.02,USD,Food & Dining,Coffee
2024-12-25,Simulated expense for Food & Dining - Coffee,-11.2,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-6.94,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-12.85,USD,Food & Dining,Coffee
2024-12-02,Simulated expense for Food & Dining - Coffee,-2.61,USD,Food & Dining,Coffee
2024-12-31,Simulated expense for Food & Dining - Coffee,-4.76,USD,Food & Dining,Coffee
2024-12-17,Simulated expense for Food & Dining - Coffee,-9.83,USD,Food & Dining,Coffee
2024-12-05,Simulated expense for Food & Dining - Coffee,-10.2,USD,Food & Dining,Coffee
2024-12-30,Simulated expense for Food & Dining - Coffee,-2.81,USD,Food & Dining,Coffee
2024-12-30,Simulated expense for Food & Dining - Coffee,-8.16,USD,Food & Dining,Coffee
2024-12-19,Simulated expense for Food & Dining - Coffee,-2.34,USD,Food & Dining,Coffee
2024-12-30,Simulated expense for Food & Dining - Coffee,-2.98,USD,Food & Dining,Coffee
2024-12-12,Simulated expense for Food & Dining - Coffee,-10.06,USD,Food & Dining,Coffee
2024-12-22,Simulated expense for Food & Dining - Coffee,-9.02,USD,Food & Dining,Coffee
2024-12-15,Simulated expense for Food & Dining - Coffee,-11.61,USD,Food & Dining,Coffee
2024-12-30,Simulated expense for Food & Dining - Coffee,-5.81,USD,Food & Dining,Coffee
2024-12-05,Simulated expense for Food & Dining - Coffee,-14.58,USD,Food & Dining,Coffee
2024-12-01,Simulated expense for Food & Dining - Coffee,-8.13,USD,Food & Dining,Coffee
2024-12-10,Simulated expense for Food & Dining - Coffee,-6.72,USD,Food & Dining,Coffee
2024-12-14,Simulated expense for Food & Dining - Coffee,-12.98,USD,Food & Dining,Coffee
2024-12-11,Simulated expense for Food & Dining - Coffee,-9.09,USD,Food & Dining,Coffee
2024-12-04,Simulated expense for Food & Dining - Coffee,-6.77,USD,Food & Dining,Coffee
2024-12-20,Simulated expense for Food & Dining - Coffee,-12.5,USD,Food & Dining,Coffee
2024-12-28,Simulated expense for Food & Dining - Coffee,-14.86,USD,Food & Dining,Coffee
2024-12-07,Simulated expense for Food & Dining - Coffee,-3.08,USD,Food & Dining,Coffee
2024-12-15,Simulated expense for Food & Dining - Coffee,-11.22,USD,Food & Dining,Coffee
2024-12-25,Simulated expense for Food & Dining - Coffee,-2.2,USD,Food & Dining,Coffee
2024-12-17,Simulated expense for Food & Dining - Coffee,-11.32,USD,Food & Dining,Coffee
2024-12-06,Simulated expense for Food & Dining - Coffee,-9.72,USD,Food & Dining,Coffee
2024-12-18,Simulated expense for Food & Dining - Takeout,-27.25,USD,Food & Dining,Takeout
2024-12-15,Simulated expense for Food & Dining - Takeout,-13.17,USD,Food & Dining,Takeout
2024-12-27,Simulated expense for Food & Dining - Takeout,-9.19,USD,Food & Dining,Takeout
2024-12-28,Simulated expense for Food & Dining - Takeout,-42.42,USD,Food & Dining,Takeout
2024-12-11,Simulated expense for Food & Dining - Takeout,-40.63,USD,Food & Dining,Takeout
2024-12-17,Simulated expense for Food & Dining - Takeout,-19.05,USD,Food & Dining,Takeout
2024-12-30,Simulated expense for Food & Dining - Takeout,-24.19,USD,Food & Dining,Takeout
2024-12-13,Simulated expense for Food & Dining - Takeout,-30.27,USD,Food & Dining,Takeout
2024-12-30,Simulated expense for Food & Dining - Takeout,-17.38,USD,Food & Dining,Takeout
2024-12-22,Simulated expense for Utilities - Internet and Mobile,-43.09,USD,Utilities,Internet and Mobile
2024-12-29,Simulated expense for Accommodation - Accommodation,-995.84,USD,Accommodation,Accommodation
2024-12-23,Simulated expense for Incoming P2P Transfers - Incoming Money,803.67,USD,Incoming P2P Transfers,Incoming Money
2024-12-09,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-368.54,USD,Outgoing P2P Transfers,Outgoing Money
2024-12-17,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-730.58,USD,Outgoing P2P Transfers,Outgoing Money
2024-12-01,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-740.1,USD,Outgoing P2P Transfers,Outgoing Money
2024-12-10,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-43.19,USD,Outgoing P2P Transfers,Outgoing Money
2024-12-04,Simulated expense for Cash Withdrawal - Cash Withdrawal,-38.25,USD,Cash Withdrawal,Cash Withdrawal
2024-12-29,Simulated expense for Cash Withdrawal - Cash Withdrawal,-179.14,USD,Cash Withdrawal,Cash Withdrawal
2024-12-10,Simulated expense for Cash Deposit - Cash Deposit,-183.33,USD,Cash Deposit,Cash Deposit
2024-12-15,Simulated expense for Cash Deposit - Cash Deposit,-357.69,USD,Cash Deposit,Cash Deposit
2024-12-19,Simulated expense for Transportation - Fuel,-15.43,USD,Transportation,Fuel
2024-12-15,Simulated expense for Transportation - Fuel,-30.96,USD,Transportation,Fuel
2024-12-08,Simulated expense for Transportation - Fuel,-25.48,USD,Transportation,Fuel
2024-12-06,Simulated expense for Transportation - Fuel,-16.6,USD,Transportation,Fuel
2024-12-07,Simulated expense for Transportation - Fuel,-34.65,USD,Transportation,Fuel
2024-12-12,Simulated expense for Transportation - Taxi,-19.15,USD,Transportation,Taxi
2024-12-21,Simulated expense for Transportation - Taxi,-19.18,USD,Transportation,Taxi
2024-12-05,Simulated expense for Transportation - Taxi,-12.02,USD,Transportation,Taxi
2024-12-20,Simulated expense for Transportation - Taxi,-10.03,USD,Transportation,Taxi
2024-12-21,Simulated expense for Transportation - Taxi,-19.04,USD,Transportation,Taxi
2024-12-09,Simulated expense for Transportation - Travel Tickets,-449.88,USD,Transportation,Travel Tickets
2024-12-06,Simulated expense for Transportation - Public Transportation,-31.0,USD,Transportation,Public Transportation
2024-12-18,Simulated expense for Transportation - Public Transportation,-13.13,USD,Transportation,Public Transportation
2024-12-23,Simulated expense for Transportation - Public Transportation,-6.48,USD,Transportation,Public Transportation
2024-12-01,Simulated expense for Transportation - Public Transportation,-42.78,USD,Transportation,Public Transportation
2024-12-09,Simulated expense for Transportation - Public Transportation,-34.41,USD,Transportation,Public Transportation
2024-12-23,Simulated expense for Transportation - Public Transportation,-5.37,USD,Transportation,Public Transportation
2024-12-03,Simulated expense for Transportation - Public Transportation,-17.23,USD,Transportation,Public Transportation
2024-12-16,Simulated expense for Healthcare - Medical Bills,-217.71,USD,Healthcare,Medical Bills
2024-12-23,Simulated expense for Retail Purchases - Clothes,-63.18,USD,Retail Purchases,Clothes
2024-12-31,Simulated expense for Retail Purchases - Clothes,-215.17,USD,Retail Purchases,Clothes
2024-12-18,Simulated expense for Retail Purchases - Clothes,-240.79,USD,Retail Purchases,Clothes
2024-12-23,Simulated expense for Retail Purchases - Clothes,-76.99,USD,Retail Purchases,Clothes
2024-12-19,Simulated expense for Retail Purchases - Technology Items,-65.47,USD,Retail Purchases,Technology Items
2024-12-26,Simulated expense for Retail Purchases - Other,-74.94,USD,Retail Purchases,Other
2024-12-25,Simulated expense for Retail Purchases - Other,-138.67,USD,Retail Purchases,Other
2024-12-17,Simulated expense for Retail Purchases - Other,-63.14,USD,Retail Purchases,Other
2024-12-20,Simulated expense for Personal Care - Fitness,-35.49,USD,Personal Care,Fitness
2024-12-21,Simulated expense for Leisure and Activities in Real Life - Concerts,-77.76,USD,Leisure and Activities in Real Life,Concerts
2024-12-17,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-19.71,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-12-31,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-14.59,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-12-15,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-14.01,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2025-01-30,Simulated expense for Food & Dining - Groceries,-26.13,USD,Food & Dining,Groceries
2025-01-05,Simulated expense for Food & Dining - Groceries,-79.76,USD,Food & Dining,Groceries
2025-01-09,Simulated expense for Food & Dining - Groceries,-36.34,USD,Food & Dining,Groceries
2025-01-06,Simulated expense for Food & Dining - Groceries,-34.62,USD,Food & Dining,Groceries
2025-01-20,Simulated expense for Food & Dining - Groceries,-19.57,USD,Food & Dining,Groceries
2025-01-17,Simulated expense for Food & Dining - Groceries,-125.75,USD,Food & Dining,Groceries
2025-01-15,Simulated expense for Food & Dining - Groceries,-14.01,USD,Food & Dining,Groceries
2025-01-15,Simulated expense for Food & Dining - Groceries,-123.56,USD,Food & Dining,Groceries
2025-01-03,Simulated expense for Food & Dining - Restaurants,-174.74,USD,Food & Dining,Restaurants
2025-01-30,Simulated expense for Food & Dining - Restaurants,-85.22,USD,Food & Dining,Restaurants
2025-01-05,Simulated expense for Food & Dining - Restaurants,-191.66,USD,Food & Dining,Restaurants
2025-01-16,Simulated expense for Food & Dining - Restaurants,-79.43,USD,Food & Dining,Restaurants
2025-01-14,Simulated expense for Food & Dining - Restaurants,-188.3,USD,Food & Dining,Restaurants
2025-01-19,Simulated expense for Food & Dining - Restaurants,-26.92,USD,Food & Dining,Restaurants
2025-01-31,Simulated expense for Food & Dining - Coffee,-7.71,USD,Food & Dining,Coffee
2025-01-06,Simulated expense for Food & Dining - Coffee,-10.16,USD,Food & Dining,Coffee
2025-01-08,Simulated expense for Food & Dining - Coffee,-5.55,USD,Food & Dining,Coffee
2025-01-16,Simulated expense for Food & Dining - Coffee,-4.23,USD,Food & Dining,Coffee
2025-01-24,Simulated expense for Food & Dining - Coffee,-9.06,USD,Food & Dining,Coffee
2025-01-25,Simulated expense for Food & Dining - Coffee,-14.35,USD,Food & Dining,Coffee
2025-01-15,Simulated expense for Food & Dining - Coffee,-5.64,USD,Food & Dining,Coffee
2025-01-25,Simulated expense for Food & Dining - Coffee,-8.53,USD,Food & Dining,Coffee
2025-01-09,Simulated expense for Food & Dining - Coffee,-14.99,USD,Food & Dining,Coffee
2025-01-19,Simulated expense for Food & Dining - Coffee,-8.47,USD,Food & Dining,Coffee
2025-01-21,Simulated expense for Food & Dining - Coffee,-9.6,USD,Food & Dining,Coffee
2025-01-17,Simulated expense for Food & Dining - Coffee,-9.71,USD,Food & Dining,Coffee
2025-01-23,Simulated expense for Food & Dining - Coffee,-10.27,USD,Food & Dining,Coffee
2025-01-22,Simulated expense for Food & Dining - Coffee,-13.64,USD,Food & Dining,Coffee
2025-01-11,Simulated expense for Food & Dining - Takeout,-34.29,USD,Food & Dining,Takeout
2025-01-29,Simulated expense for Food & Dining - Takeout,-21.48,USD,Food & Dining,Takeout
2025-01-30,Simulated expense for Food & Dining - Takeout,-8.97,USD,Food & Dining,Takeout
2025-01-21,Simulated expense for Food & Dining - Takeout,-10.93,USD,Food & Dining,Takeout
2025-01-23,Simulated expense for Food & Dining - Takeout,-41.18,USD,Food & Dining,Takeout
2025-01-26,Simulated expense for Food & Dining - Takeout,-27.22,USD,Food & Dining,Takeout
2025-01-27,Simulated expense for Food & Dining - Takeout,-41.82,USD,Food & Dining,Takeout
2025-01-06,Simulated expense for Food & Dining - Takeout,-42.81,USD,Food & Dining,Takeout
2025-01-04,Simulated expense for Food & Dining - Takeout,-32.11,USD,Food & Dining,Takeout
2025-01-30,Simulated expense for Food & Dining - Takeout,-15.09,USD,Food & Dining,Takeout
2025-01-16,Simulated expense for Food & Dining - Takeout,-23.44,USD,Food & Dining,Takeout
2025-01-05,Simulated expense for Food & Dining - Takeout,-48.15,USD,Food & Dining,Takeout
2025-01-06,Simulated expense for Food & Dining - Takeout,-16.51,USD,Food & Dining,Takeout
2025-01-07,Simulated expense for Utilities - Internet and Mobile,-65.14,USD,Utilities,Internet and Mobile
2025-01-02,Simulated expense for Accommodation - Accommodation,-1470.86,USD,Accommodation,Accommodation
2025-01-10,Simulated expense for Incoming P2P Transfers - Incoming Money,89.0,USD,Incoming P2P Transfers,Incoming Money
2025-01-24,Simulated expense for Incoming P2P Transfers - Incoming Money,711.1,USD,Incoming P2P Transfers,Incoming Money
2025-01-28,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-352.74,USD,Outgoing P2P Transfers,Outgoing Money
2025-01-12,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-663.76,USD,Outgoing P2P Transfers,Outgoing Money
2025-01-25,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-635.24,USD,Outgoing P2P Transfers,Outgoing Money
2025-01-26,Simulated expense for Cash Withdrawal - Cash Withdrawal,-34.37,USD,Cash Withdrawal,Cash Withdrawal
2025-01-18,Simulated expense for Transportation - Fuel,-31.52,USD,Transportation,Fuel
2025-01-14,Simulated expense for Transportation - Taxi,-14.84,USD,Transportation,Taxi
2025-01-11,Simulated expense for Transportation - Taxi,-12.65,USD,Transportation,Taxi
2025-01-19,Simulated expense for Transportation - Taxi,-15.7,USD,Transportation,Taxi
2025-01-02,Simulated expense for Transportation - Taxi,-13.76,USD,Transportation,Taxi
2025-01-28,Simulated expense for Transportation - Taxi,-18.19,USD,Transportation,Taxi
2025-01-27,Simulated expense for Transportation - Taxi,-17.11,USD,Transportation,Taxi
2025-01-24,Simulated expense for Transportation - Taxi,-11.63,USD,Transportation,Taxi
2025-01-19,Simulated expense for Transportation - Taxi,-16.05,USD,Transportation,Taxi
2025-01-22,Simulated expense for Transportation - Taxi,-11.43,USD,Transportation,Taxi
2025-01-31,Simulated expense for Transportation - Taxi,-12.41,USD,Transportation,Taxi
2025-01-14,Simulated expense for Transportation - Taxi,-10.36,USD,Transportation,Taxi
2025-01-18,Simulated expense for Transportation - Public Transportation,-27.47,USD,Transportation,Public Transportation
2025-01-16,Simulated expense for Transportation - Public Transportation,-13.57,USD,Transportation,Public Transportation
2025-01-27,Simulated expense for Transportation - Public Transportation,-5.32,USD,Transportation,Public Transportation
2025-01-13,Simulated expense for Transportation - Public Transportation,-27.64,USD,Transportation,Public Transportation
2025-01-13,Simulated expense for Transportation - Vehicle Maintenance,-755.94,USD,Transportation,Vehicle Maintenance
2025-01-04,Simulated expense for Healthcare - Medications,-13.93,USD,Healthcare,Medications
2025-01-12,Simulated expense for Retail Purchases - Clothes,-285.01,USD,Retail Purchases,Clothes
